name,title,type,description,plan,dataset_name,dataset_link
kontakt_idds,kontakt_idds,string,Kontakt k získání upřesňujících informací k bezbariérovému přístupu do objektu. ID datové schránky.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezbariérová přístupnost objektů z uživatelského hlediska,/datova-sada:bezbarierova-pristupnost-objektu-z-uzivatelskeho-hlediska
kategorie_pristupu,kategorie_pristupu,string,Přístupnost objektu dle Metodiky kategorizace přístupnosti objektů vyjádřená hlavním piktogramem dle limitů kategorizace a textovým popisem.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezbariérová přístupnost objektů z uživatelského hlediska,/datova-sada:bezbarierova-pristupnost-objektu-z-uzivatelskeho-hlediska
datum_mapovani,datum_mapovani,date,Datum provedení mapování přístupnosti.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezbariérová přístupnost objektů z uživatelského hlediska,/datova-sada:bezbarierova-pristupnost-objektu-z-uzivatelskeho-hlediska
mapujici_organizace_ic,mapujici_organizace_ic,string,"Organizace, která mapovala přístupnost objektu. IČ.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezbariérová přístupnost objektů z uživatelského hlediska,/datova-sada:bezbarierova-pristupnost-objektu-z-uzivatelskeho-hlediska
mapujici_organizace_nazev,mapujici_organizace_nazev,string,"Organizace, která mapovala přístupnost objektu. Název.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezbariérová přístupnost objektů z uživatelského hlediska,/datova-sada:bezbarierova-pristupnost-objektu-z-uzivatelskeho-hlediska
dokumentace,dokumentace,URL,Odkaz na dokumentaci provedeného mapování přístupnosti objektu.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezbariérová přístupnost objektů z uživatelského hlediska,/datova-sada:bezbarierova-pristupnost-objektu-z-uzivatelskeho-hlediska
id,id,string,Identifikační číslo daru evidované v dané organizaci.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezúplatná plnění a dary,/datova-sada:bezuplatna-plneni-a-dary
organizace_ic,organizace_ic,string,"Organizace, která dar přijala nebo věnovala. IČ.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezúplatná plnění a dary,/datova-sada:bezuplatna-plneni-a-dary
organizace_nazev,organizace_nazev,string,"Organizace, která dar přijala nebo věnovala. Název.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezúplatná plnění a dary,/datova-sada:bezuplatna-plneni-a-dary
zainteresovany_subjekt_ic,zainteresovany_subjekt_ic,string,"Subjekt, který daruje/přijímá finanční prostředky. IČ.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezúplatná plnění a dary,/datova-sada:bezuplatna-plneni-a-dary
zainteresovany_subjekt_nazev,zainteresovany_subjekt_nazev,string,"Subjekt, který daruje/přijímá finanční prostředky. Název.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezúplatná plnění a dary,/datova-sada:bezuplatna-plneni-a-dary
zainteresovany_subjekt_fyz_os_jmeno,zainteresovany_subjekt_fyz_os_jmeno,string,"Fyzická osoba, která daruje/přijímá finanční prostředky. Jméno.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezúplatná plnění a dary,/datova-sada:bezuplatna-plneni-a-dary
zainteresovany_subjekt_fyz_os_prijmeni,zainteresovany_subjekt_fyz_os_prijmeni,string,"Fyzická osoba, která daruje/přijímá finanční prostředky. Příjmení.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezúplatná plnění a dary,/datova-sada:bezuplatna-plneni-a-dary
zainteresovany_subjekt_fyz_os_tituly_pred,zainteresovany_subjekt_fyz_os_tituly_pred,string,"Fyzická osoba, která daruje/přijímá finanční prostředky. Tituly před jménem.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezúplatná plnění a dary,/datova-sada:bezuplatna-plneni-a-dary
zainteresovany_subjekt_fyz_os_tituly_za,zainteresovany_subjekt_fyz_os_tituly_za,string,"Fyzická osoba, která daruje/přijímá finanční prostředky. Tituly za jménem.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezúplatná plnění a dary,/datova-sada:bezuplatna-plneni-a-dary
zainteresovany_subjekt_fyz_os_text,zainteresovany_subjekt_fyz_os_text,string,"Fyzická osoba, která daruje/přijímá finanční prostředky. Celé jméno jako jeden řetězec.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezúplatná plnění a dary,/datova-sada:bezuplatna-plneni-a-dary
prijato_venovano,prijato_venovano,boolean,"Hodnota '1' vyjadřuje, že organizace dar přijala. Hodnota '0' znamená, že organizace dar darovala.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezúplatná plnění a dary,/datova-sada:bezuplatna-plneni-a-dary
typ,typ,string,Typ daru (finanční částka; hmotná věc).,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezúplatná plnění a dary,/datova-sada:bezuplatna-plneni-a-dary
popis,popis,string,Stručný popis hmotného daru.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezúplatná plnění a dary,/datova-sada:bezuplatna-plneni-a-dary
hodnota_daru_castka,hodnota_daru_castka,double,Finanční hodnota daru. Částka.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezúplatná plnění a dary,/datova-sada:bezuplatna-plneni-a-dary
hodnota_daru_mena,hodnota_daru_mena,string,Finanční hodnota daru. Zkratka měny dle ISO 4217.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezúplatná plnění a dary,/datova-sada:bezuplatna-plneni-a-dary
darovano,darovano,date,"Datum, kdy došlo k předání/přijetí daru.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Bezúplatná plnění a dary,/datova-sada:bezuplatna-plneni-a-dary
cestovni_prikaz,cestovni_prikaz,string,Jednoznačné ID cestovního příkazu spojeného se zahraniční cestou.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
datum_zacatku,datum_zacatku,date,Datum začátku zahraniční cesty.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
cas_zacatku,cas_zacatku,time,Čas začátku zahraniční cesty.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
datum_konce,datum_konce,date,Datum konce zahraniční cesty.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
cas_konce,cas_konce,time,Čas konce zahraniční cesty.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
misto_jednani,misto_jednani,string,Místo zahraniční cesty.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
ucel_cesty,ucel_cesty,string,Účel zahraniční cesty.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
doprava_typ,doprava_typ,string,Typ využité dopravy na místo.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
naklad_celkem,naklad_celkem,double,Celkové náklady cesty v Kč.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
naklad_doprava,naklad_doprava,double,Náklady na dopravu v rámci cesty v Kč.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
naklad_ubytovani,naklad_ubytovani,double,Náklady na ubytování v rámci cesty v Kč.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
naklad_stravne,naklad_stravne,double,Náklady na stravné v rámci cesty v Kč.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
naklad_vlozne,naklad_vlozne,double,"Náklady na vložné v rámci cesty v Kč (např. registrační poplatek za účast na konferenci, semináři, či školení a podobně).",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
naklad_ostatni,naklad_ostatni,double,Ostatní náklady v rámci cesty v Kč.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
osoba_jmeno,osoba_jmeno,string,Osoba zapsaná na CP. Jméno.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
osoba_prijmeni,osoba_prijmeni,string,Osoba zapsaná na CP. Příjmení.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
osoba_tituly_pred,osoba_tituly_pred,string,Osoba zapsaná na CP. Tituly před jménem.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
osoba_tituly_za,osoba_tituly_za,string,Osoba zapsaná na CP. Tituly za jménem.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
osoba_text,osoba_text,string,Osoba zapsaná na CP. Celé jméno jako jeden řetězec.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
osoby_dalsi,osoby_dalsi,string,Další osoby jako spolucestující.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
subjekt_ic,subjekt_ic,string,"Subjekt, kterého se zahraniční cesta týká. IČ.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
subjekt_nazev,subjekt_nazev,string,"Subjekt, kterého se zahraniční cesta týká. Název.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Cestovní náklady - zahraničí ,/datova-sada:cestovni-naklady-zahranici
id,id,string,Jednoznačné ID výrobků v rámci datové sady (ideálně EAN).,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Evidence výrobků,/datova-sada:evidence-vyrobku
nazev,nazev,string,Úplný název a označení výrobku.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Evidence výrobků,/datova-sada:evidence-vyrobku
popis,popis,string,"Popis druhu, šarže ad.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Evidence výrobků,/datova-sada:evidence-vyrobku
foto,foto,URL,Odkaz na obrázek výrobku.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Evidence výrobků,/datova-sada:evidence-vyrobku
stav,stav,string,"Stav výrobku v evidenci (např. Schválen pro použití v ČR, Nebezpečný, Certifikát kvality, Dotovaný výrobek).",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Evidence výrobků,/datova-sada:evidence-vyrobku
vyrobce_ic,vyrobce_ic,string,Výrobce evidovaného výrobku. IČ (PO nebo PFO) nebo zahraniční identifikátor.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Evidence výrobků,/datova-sada:evidence-vyrobku
vyrobce_nazev,vyrobce_nazev,string,Výrobce evidovaného výrobku. Název.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Evidence výrobků,/datova-sada:evidence-vyrobku
vyrobce_stat_registrace_nazev,vyrobce_stat_registrace_nazev,string,"Výrobce evidovaného výrobku. Název státu, ve kterém byla provedena registrace, pokud to není ČR.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Evidence výrobků,/datova-sada:evidence-vyrobku
vyrobce_stat_registrace_kod,vyrobce_stat_registrace_kod,string,"Výrobce evidovaného výrobku. Kód státu, ve kterém byla provedena registrace, pokud to není ČR. Kód je uveden dle číselníku kódů států zveřejněném http://www.mvcr.cz/clanek/kody-statu.aspx",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Evidence výrobků,/datova-sada:evidence-vyrobku
evidence_od,evidence_od,date,Datum zapsání do evidence.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Evidence výrobků,/datova-sada:evidence-vyrobku
evidence_do,evidence_do,date,Datum vyřazení z evidence.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Evidence výrobků,/datova-sada:evidence-vyrobku
organizace,organizace,string,"IČ organizace, která evidenci výrobků spravuje (vede).",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Evidence výrobků,/datova-sada:evidence-vyrobku
nakupujici_ic,nakupujici_ic,string,"Organizace, která komoditu nakupuje. IČ.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Jednotkové ceny nakupovaných komodit,/datova-sada:jednotkove-ceny-nakupovanych-komodit
nakupujici_nazev,nakupujici_nazev,string,"Organizace, která komoditu nakupuje. Název.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Jednotkové ceny nakupovaných komodit,/datova-sada:jednotkove-ceny-nakupovanych-komodit
dodavatel_ic,dodavatel_ic,string,Dodavatel komodity. IČ (PO nebo PFO) nebo zahraniční identifikátor.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Jednotkové ceny nakupovaných komodit,/datova-sada:jednotkove-ceny-nakupovanych-komodit
dodavatel_nazev,dodavatel_nazev,string,Dodavatel komodity. Název.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Jednotkové ceny nakupovaných komodit,/datova-sada:jednotkove-ceny-nakupovanych-komodit
dodavatel_stat_registrace_nazev,dodavatel_stat_registrace_nazev,string,"Dodavatel komodity. Název státu, ve kterém byla provedena registrace, pokud to není ČR.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Jednotkové ceny nakupovaných komodit,/datova-sada:jednotkove-ceny-nakupovanych-komodit
dodavatel_stat_registrace_kod,dodavatel_stat_registrace_kod,string,"Dodavatel komodity. Kód státu, ve kterém byla provedena registrace, pokud to není ČR. Kód je uveden dle číselníku kódů států zveřejněném http://www.mvcr.cz/clanek/kody-statu.aspx",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Jednotkové ceny nakupovaných komodit,/datova-sada:jednotkove-ceny-nakupovanych-komodit
adresa_odberu_kod_adm,adresa_odberu_kod_adm,string,"Místo, kde se komodita čerpá. ID adresního místa v Registru územních identifikátorů, adres a nemovitostí.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Jednotkové ceny nakupovaných komodit,/datova-sada:jednotkove-ceny-nakupovanych-komodit
adresa_odberu_kod_obce,adresa_odberu_kod_obce,string,"Místo, kde se komodita čerpá. Obec - LAU 2 kód.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Jednotkové ceny nakupovaných komodit,/datova-sada:jednotkove-ceny-nakupovanych-komodit
adresa_odberu_nazev_obce,adresa_odberu_nazev_obce,string,"Místo, kde se komodita čerpá. Název obce.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Jednotkové ceny nakupovaných komodit,/datova-sada:jednotkove-ceny-nakupovanych-komodit
adresa_odberu_nazev_momc,adresa_odberu_nazev_momc,string,"Místo, kde se komodita čerpá. Název městského obvodu/městské části, který je vyplněn pouze v případě členěných statutárních měst.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Jednotkové ceny nakupovaných komodit,/datova-sada:jednotkove-ceny-nakupovanych-komodit
adresa_odberu_nazev_mop,adresa_odberu_nazev_mop,string,"Místo, kde se komodita čerpá. Název městského obvodu Prahy, který je vyplněn pouze v případě Hlavního města Prahy.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Jednotkové ceny nakupovaných komodit,/datova-sada:jednotkove-ceny-nakupovanych-komodit
adresa_odberu_kod_casti_obce,adresa_odberu_kod_casti_obce,string,"Místo, kde se komodita čerpá. Kód části obce vedené v ISÚI.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Jednotkové ceny nakupovaných komodit,/datova-sada:jednotkove-ceny-nakupovanych-komodit
